FilePath,Package,ClassName,FieldName,Id,parentId,FieldType,Annotations
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\PartStore.java,ch.cern.eam.wshub.core.services.material.entities,PartStore,abcClass,1,,String,
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\PhysicalInventory.java,ch.cern.eam.wshub.core.services.material.entities,PhysicalInventory,abcClass,2,,String,"@InforField(xpath = ""ABCCODE"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\Employee.java,ch.cern.eam.wshub.core.services.workorders.entities,Employee,accountBlocked,3,,String,"@Column(name = ""PER_UDFCHKBOX01"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\NonConformityObservation.java,ch.cern.eam.wshub.core.services.equipment.entities,NonConformityObservation,acknowledgedBy,4,,String,"@GridField(name = ""acknowledgedby""), @InforField(xpath = ""ACKNOWLEDGEDBY/USERCODE"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\NonConformityObservation.java,ch.cern.eam.wshub.core.services.equipment.entities,NonConformityObservation,acknowledgedCopiedFrom,5,,String,"@GridField(name = ""acknowledgedcopiedfromdes""), @InforField(xpath = ""ACKNOWLEDGEDCOPIEDFROM/DESCRIPTION"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\NonConformityObservation.java,ch.cern.eam.wshub.core.services.equipment.entities,NonConformityObservation,acknowledgedDate,6,,String,"@GridField(name = ""dateacknowledged""), @InforField(xpath = ""DATEACKNOWLEDGED"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\NonConformityObservation.java,ch.cern.eam.wshub.core.services.equipment.entities,NonConformityObservation,acknowledgedDescription,7,,String,"@GridField(name = ""massacknowledgeddesc""), @InforField(xpath = ""MASSACKNOWLEDGED/DESCRIPTION"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\NonConformityObservation.java,ch.cern.eam.wshub.core.services.equipment.entities,NonConformityObservation,acknowledgedSourceObservation,8,,String,"@GridField(name = ""acknowledgedsourceobservseq""), @InforField(xpath = ""ACKNOWLEDGEDSOURCEOBSERVATION/OBSERVATIONNUM"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\WorkOrder.java,ch.cern.eam.wshub.core.services.workorders.entities,WorkOrder,actionCode,9,,String,"@Transient, @InforField(xpath = ""ACTIONCODEID/ACTIONCODE"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\EquipmentGenerationEntity.java,ch.cern.eam.wshub.core.services.equipment.entities,EquipmentGenerationEntity,activateMps,10,,String,@Transient
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\EquipmentGenerationEntity.java,ch.cern.eam.wshub.core.services.equipment.entities,EquipmentGenerationEntity,active,11,,String,@Transient
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\EquipmentWarranty.java,ch.cern.eam.wshub.core.services.equipment.entities,EquipmentWarranty,active,12,,Boolean,@Transient
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\Activity.java,ch.cern.eam.wshub.core.services.workorders.entities,Activity,activityCode,13,,BigInteger,"@Id, @Column(name = ""ACT_ACT""), @GridField(name = ""activity""), @InforField(xpath = ""ACTIVITYID/ACTIVITYCODE/value"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\IssueReturnPartTransaction.java,ch.cern.eam.wshub.core.services.material.entities,IssueReturnPartTransaction,activityCode,14,13,String,@ManyToOne
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\LaborBooking.java,ch.cern.eam.wshub.core.services.workorders.entities,LaborBooking,activityCode,15,13,String,"@Column(name = ""BOO_ACT""), @GridField(name = ""booactivity""), @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\WorkOrderActivityChecklist.java,ch.cern.eam.wshub.core.services.workorders.entities,WorkOrderActivityChecklist,activityCode,16,13,long,"@NonNull, @InforField(xpath = ""ACTIVITYID/ACTIVITYCODE/value""), @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\WorkOrderActivityChecklistItem.java,ch.cern.eam.wshub.core.services.workorders.entities,WorkOrderActivityChecklistItem,activityCode,17,13,String,@ManyToOne
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\WorkOrderActivityChecklistSignature.java,ch.cern.eam.wshub.core.services.workorders.entities,WorkOrderActivityChecklistSignature,activityCodeAutoGenerated,18,13,String,"@InforField(xpath = ""ACTIVITYID/ACTIVITYCODE/auto_generated""), @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\WorkOrderActivityChecklistSignature.java,ch.cern.eam.wshub.core.services.workorders.entities,WorkOrderActivityChecklistSignature,activityCodeValue,19,13,BigInteger,"@InforField(xpath = ""ACTIVITYID/ACTIVITYCODE/value""), @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\IssueReturnPartTransaction.java,ch.cern.eam.wshub.core.services.material.entities,IssueReturnPartTransaction,activityDesc,20,13,String,@ManyToOne
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\Activity.java,ch.cern.eam.wshub.core.services.workorders.entities,Activity,activityNote,21,13,String,"@Column(name = ""ACT_NOTE""), @GridField(name = ""activitynote""), @InforField(xpath = ""ACTIVITYID/ACTIVITYNOTE"", nullifyParentLevel = 0), @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\PickTicket.java,ch.cern.eam.wshub.core.services.material.entities,PickTicket,activityNumber,22,13,Long,"@InforField(xpath = ""WORKORDERACTIVITY/ACTIVITYID/ACTIVITYCODE""), @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\MeterReading.java,ch.cern.eam.wshub.core.services.workorders.entities,MeterReading,actualValue,23,,BigDecimal,
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\Employee.java,ch.cern.eam.wshub.core.services.workorders.entities,Employee,address,24,,String,"@Column(name = ""PER_ADDRESS""), @InforField(xpath = ""ADDRESS"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\contractmanagement\entities\EquipmentReservationAdjustment.java,ch.cern.eam.wshub.core.services.contractmanagement.entities,EquipmentReservationAdjustment,adjustmentCode,25,,String,"@GridField(name = ""adjustmentcode""), @InforField(xpath = ""ADJUSTMENTID/ADJUSTMENTCODE"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\Store2StoreTransferDTO.java,ch.cern.eam.wshub.core.services.material.entities,Store2StoreTransferDTO,adviceNumber,26,,String,"@InforField(xpath = ""ADVICENUMBER"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\Equipment.java,ch.cern.eam.wshub.core.services.equipment.entities,Equipment,alias,27,,String,"@Transient, @InforField(xpath = ""EQUIPMENTALIAS"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\administration\entities\EAMUser.java,ch.cern.eam.wshub.core.services.administration.entities,EAMUser,ALL_ACTIVE_USERS,28,,String,
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\administration\entities\EAMUser.java,ch.cern.eam.wshub.core.services.administration.entities,EAMUser,ALL_GROUP_MEMBER_USERNAMES,29,,String,
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\EquipmentGenerationEntity.java,ch.cern.eam.wshub.core.services.equipment.entities,EquipmentGenerationEntity,allCostRollup,30,,String,@Transient
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\EquipmentGenerationEntity.java,ch.cern.eam.wshub.core.services.equipment.entities,EquipmentGenerationEntity,allDependent,31,,String,@Transient
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\EquipmentGenerationEntity.java,ch.cern.eam.wshub.core.services.equipment.entities,EquipmentGenerationEntity,allSpecific,32,,String,@Transient
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\grids\impl\InforGrids.java,ch.cern.eam.wshub.core.services.grids.impl,InforGrids,applicationData,33,,ApplicationData,
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\grids\impl\JPAGrids.java,ch.cern.eam.wshub.core.services.grids.impl,JPAGrids,applicationData,34,,ApplicationData,
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\PickTicket.java,ch.cern.eam.wshub.core.services.material.entities,PickTicket,approvedate,35,,Date,"@InforField(xpath = ""APPROVEDATE"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\PickTicket.java,ch.cern.eam.wshub.core.services.material.entities,PickTicket,approverCode,36,,String,"@InforField(xpath = ""APPROVER/USERCODE"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\casemanagement\entities\EAMCaseManagement.java,ch.cern.eam.wshub.core.services.casemanagement.entities,EAMCaseManagement,area,37,,String,"@InforField(xpath = ""CaseDetails/AREA"", nullifyParentLevel = 0)"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\NonConformityObservation.java,ch.cern.eam.wshub.core.services.equipment.entities,NonConformityObservation,aspectCode,38,,String,"@GridField(name = ""aspectcode""), @InforField(xpath = ""ASPECTID/ASPECTCODE"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\NonConformityObservation.java,ch.cern.eam.wshub.core.services.equipment.entities,NonConformityObservation,aspectDescription,39,,String,"@GridField(name = ""aspectdescription""), @InforField(xpath = ""ASPECTID/DESCRIPTION"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\IssueReturnPartTransactionLine.java,ch.cern.eam.wshub.core.services.material.entities,IssueReturnPartTransactionLine,assetIDCode,45,431,String,"@InforField(xpath = ""EQUIPMENTID/EQUIPMENTCODE""), @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\IssueReturnPartTransactionLine.java,ch.cern.eam.wshub.core.services.material.entities,IssueReturnPartTransactionLine,assetIDDesc,46,431,String,"@InforField(xpath = ""EQUIPMENTID/DESCRIPTION"", readOnly = true), @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\client\InforClient.java,ch.cern.eam.wshub.core.client,InforClient,assetService,47,,AssetService,
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\WorkOrder.java,ch.cern.eam.wshub.core.services.workorders.entities,WorkOrder,assignedBy,48,,String,"@Transient, @InforField(xpath = ""SCHEDGROUP"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\casemanagement\entities\EAMCaseManagement.java,ch.cern.eam.wshub.core.services.casemanagement.entities,EAMCaseManagement,assignedTo,49,399,String,"@InforField(xpath = ""TrackingDetails/ASSIGNEDTO/PERSONCODE"", nullifyParentLevel = 1), @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\Equipment.java,ch.cern.eam.wshub.core.services.equipment.entities,Equipment,assignedTo,50,399,String,"@Transient, @InforField(xpath = ""ASSIGNEDTO/PERSONCODE"", nullifyParentLevel = 1), @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\EquipmentPMSchedule.java,ch.cern.eam.wshub.core.services.equipment.entities,EquipmentPMSchedule,assignedTo,51,399,String,"@Transient, @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\PhysicalInventory.java,ch.cern.eam.wshub.core.services.material.entities,PhysicalInventory,assignedTo,52,399,String,"@Column(name = ""TRA_PERS""), @InforField(xpath = ""ASSIGNEDTO/PERSONCODE""), @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\InforCaseTask.java,ch.cern.eam.wshub.core.services.workorders.entities,InforCaseTask,assignedTo,53,399,String,"@Column(name = ""TCM_ASSIGNEDTO""), @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\WorkOrder.java,ch.cern.eam.wshub.core.services.workorders.entities,WorkOrder,assignedTo,54,399,String,"@Transient, @InforField(xpath = ""ASSIGNEDTO/PERSONCODE""), @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\InforCase.java,ch.cern.eam.wshub.core.services.workorders.entities,InforCase,assignedToCode,55,399,String,"@Transient, @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\Equipment.java,ch.cern.eam.wshub.core.services.equipment.entities,Equipment,assignedToDesc,56,399,String,"@Transient, @InforField(xpath = ""ASSIGNEDTO/DESCRIPTION"", readOnly = true), @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\InforCase.java,ch.cern.eam.wshub.core.services.workorders.entities,InforCase,assignedToDesc,57,399,String,"@Transient, @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\InforCaseTask.java,ch.cern.eam.wshub.core.services.workorders.entities,InforCaseTask,assignedToDesc,58,399,String,"@Column(name = ""TCM_ASSIGNEDTO_NAME""), @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\WorkOrder.java,ch.cern.eam.wshub.core.services.workorders.entities,WorkOrder,assignedToDesc,59,399,String,"@Transient, @InforField(xpath = ""ASSIGNEDTO/DESCRIPTION"", readOnly = true), @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\casemanagement\entities\EAMCaseManagement.java,ch.cern.eam.wshub.core.services.casemanagement.entities,EAMCaseManagement,assignedToEmail,60,399,String,"@InforField(xpath = ""TrackingDetails/ASSIGNEDTOEMAIL"", nullifyParentLevel = 0), @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\InforCase.java,ch.cern.eam.wshub.core.services.workorders.entities,InforCase,assignedToEMail,61,399,String,"@Transient, @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\InforCaseTask.java,ch.cern.eam.wshub.core.services.workorders.entities,InforCaseTask,assignedToEMail,62,399,String,"@Column(name = ""TCM_ASSIGNEDTO_EMAIL""), @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\NonConformityObservation.java,ch.cern.eam.wshub.core.services.equipment.entities,NonConformityObservation,asslevel,63,,String,"@GridField(name = ""asslevel""), @InforField(xpath = ""VMRSCODE/VMRSASSEMBLYID/ASSEMBLYLEVELID/ASSEMBLYLEVELCODE"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\PartAssociation.java,ch.cern.eam.wshub.core.services.material.entities,PartAssociation,associationEntity,64,,String,@Transient
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\client\InforContext.java,ch.cern.eam.wshub.core.client,InforContext,authToken,65,,String,
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\EquipmentConfigurationEntity.java,ch.cern.eam.wshub.core.services.equipment.entities,EquipmentConfigurationEntity,autoNumber,66,,Boolean,"@Transient, @InforField(xpath = ""EquipmentGenerationDetails/AUTONUMBER"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\grids\entities\GridDataspy.java,ch.cern.eam.wshub.core.services.grids.entities,GridDataspy,autorun,67,,boolean,"@Column(name = ""dds_autorun""), @Convert(converter = BooleanTFConverter.class)"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\Equipment.java,ch.cern.eam.wshub.core.services.equipment.entities,Equipment,availabilityStatus,68,,String,"@Transient, @InforField(xpath = ""FleetVehicleInfo/AVAILABILITYSTATUS/STATUSCODE"", nullifyParentLevel = 1)"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\Part.java,ch.cern.eam.wshub.core.services.material.entities,Part,averagePrice,69,,BigDecimal,"@Transient, @InforField(xpath = ""AVERAGEPRICE"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\EquipmentGenerationEntity.java,ch.cern.eam.wshub.core.services.equipment.entities,EquipmentGenerationEntity,awaitingPurchase,70,,String,@Transient
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\Part.java,ch.cern.eam.wshub.core.services.material.entities,Part,basePrice,71,,BigDecimal,"@Transient, @InforField(xpath = ""BASEPRICE"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\NonConformityObservation.java,ch.cern.eam.wshub.core.services.equipment.entities,NonConformityObservation,beforeMerge,72,,String,"@GridField(name = ""nonconformitybeforemerge""), @InforField(xpath = ""NONCONFORMITYCODEBEFOREMERGE"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\WorkOrder.java,ch.cern.eam.wshub.core.services.workorders.entities,WorkOrder,billable,73,,Boolean,"@Transient, @InforField(xpath = ""BILLABLE"", booleanType = BooleanType.PLUS_MINUS)"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\Equipment.java,ch.cern.eam.wshub.core.services.equipment.entities,Equipment,bin,74,,String,"@Transient, @InforField(xpath = ""PartAssociation/STORELOCATION/BIN"", enforceValidXpath = false, nullifyParentLevel = 0)"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\BuildKitPartParam.java,ch.cern.eam.wshub.core.services.material.entities,BuildKitPartParam,bin,75,,String,
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\IssueReturnPartTransactionLine.java,ch.cern.eam.wshub.core.services.material.entities,IssueReturnPartTransactionLine,bin,76,,String,"@InforField(xpath = ""BIN"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\NoPoReceiptPart.java,ch.cern.eam.wshub.core.services.material.entities,NoPoReceiptPart,bin,77,,String,"@GridField(name = ""bincode""), @InforField(xpath = ""BINID/BIN"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\PartStock.java,ch.cern.eam.wshub.core.services.material.entities,PartStock,bin,78,,String,"@GridField(name = ""bisbin"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\PhysicalInventoryRow.java,ch.cern.eam.wshub.core.services.material.entities,PhysicalInventoryRow,bin,79,,String,"@Column(name = ""STL_BIN""), @InforField(xpath = ""BIN"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\Bin.java,ch.cern.eam.wshub.core.services.material.entities,Bin,binCode,80,,String,"@InforField(xpath = ""STOREBINID/BINID/BIN"", nullifyParentLevel = 1)"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\Equipment.java,ch.cern.eam.wshub.core.services.equipment.entities,Equipment,binDesc,81,,String,@Transient
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\Bin.java,ch.cern.eam.wshub.core.services.material.entities,Bin,binDesc,82,,String,"@InforField(xpath = ""STOREBINID/BINID/DESCRIPTION"", nullifyParentLevel = 0)"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\client\InforClient.java,ch.cern.eam.wshub.core.client,InforClient,bindingProvider,83,,BindingProvider,
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\IssueReturnPartTransaction.java,ch.cern.eam.wshub.core.services.material.entities,IssueReturnPartTransaction,budgetCode,84,,String,
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\IssueReturnPartTransaction.java,ch.cern.eam.wshub.core.services.material.entities,IssueReturnPartTransaction,budgetDesc,85,,String,
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\Part.java,ch.cern.eam.wshub.core.services.material.entities,Part,buyerCode,86,,String,"@Transient, @InforField(xpath = ""BUYER/USERCODE"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\client\InforClient.java,ch.cern.eam.wshub.core.client,InforClient,cacheMap,87,,"Map<CacheKey,Cache<String,Object>>",
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\InforCaseTask.java,ch.cern.eam.wshub.core.services.workorders.entities,InforCaseTask,calculatedCosts,88,,String,"@Column(name = ""TCM_CALCULATEDCOST"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\InforCaseTask.java,ch.cern.eam.wshub.core.services.workorders.entities,InforCaseTask,calculatedCostsCurr,89,,String,@Transient
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\EquipmentCampaign.java,ch.cern.eam.wshub.core.services.equipment.entities,EquipmentCampaign,campaign,90,,String,
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\casemanagement\entities\EAMCaseManagement.java,ch.cern.eam.wshub.core.services.casemanagement.entities,EAMCaseManagement,campaignCode,91,,String,"@InforField(xpath = ""CaseDetails/CAMPAIGNID/CAMPAIGNCODE"", nullifyParentLevel = 1)"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\InforCase.java,ch.cern.eam.wshub.core.services.workorders.entities,InforCase,code,92,,String,"@Id, @Column(name = ""CSM_CODE"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\casemanagement\entities\EAMCaseManagement.java,ch.cern.eam.wshub.core.services.casemanagement.entities,EAMCaseManagement,caseCode,93,,String,"@InforField(xpath = ""CASEID/CASECODE"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\InforCaseTask.java,ch.cern.eam.wshub.core.services.workorders.entities,InforCaseTask,caseCode,94,,String,"@Column(name = ""TCM_CASEMANAGEMENT"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\casemanagement\entities\EAMCaseManagement.java,ch.cern.eam.wshub.core.services.casemanagement.entities,EAMCaseManagement,caseDescription,95,,String,"@InforField(xpath = ""CASEID/DESCRIPTION"", nullifyParentLevel = 0)"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\client\InforClient.java,ch.cern.eam.wshub.core.client,InforClient,caseManagementService,96,,CaseManagementService,@Setter
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\casemanagement\entities\EAMCaseManagement.java,ch.cern.eam.wshub.core.services.casemanagement.entities,EAMCaseManagement,caseParentCode,97,,String,"@InforField(xpath = ""CaseDetails/CASEPARENT/CASECODE"", nullifyParentLevel = 1)"
