FilePath,Package,ClassName,FieldName,Id,parentId,FieldType,Annotations
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\casemanagement\entities\EAMCaseManagement.java,ch.cern.eam.wshub.core.services.casemanagement.entities,EAMCaseManagement,isCaseHaveTasks,633,,String,"@InforField(xpath = ""is_casehavetasks"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\casemanagement\entities\EAMCaseManagement.java,ch.cern.eam.wshub.core.services.casemanagement.entities,EAMCaseManagement,isEnhancedPlanningTask,634,,String,"@InforField(xpath = ""is_enhancedplanning_task"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\casemanagement\entities\EAMCaseManagement.java,ch.cern.eam.wshub.core.services.casemanagement.entities,EAMCaseManagement,isHazardousMaterial,635,,Boolean,"@InforField(xpath = ""CaseDetails/ISHAZARDOUSMATERIAL"", booleanType = BooleanType.TRUE_FALSE, nullifyParentLevel = 0)"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\WorkOrder.java,ch.cern.eam.wshub.core.services.workorders.entities,WorkOrder,issType,636,,String,"@Transient, @InforField(xpath = ""EVTISSTYPE"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\Equipment.java,ch.cern.eam.wshub.core.services.equipment.entities,Equipment,issueTo,637,,String,"@Transient, @InforField(xpath = ""FleetVehicleInfo/ISSUETO/PERSONCODE"", nullifyParentLevel = 1)"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\equipment\entities\NonConformityObservation.java,ch.cern.eam.wshub.core.services.equipment.entities,NonConformityObservation,jobNum,638,769,String,"@GridField(name = ""workordernum""), @InforField(xpath = { ""WORKORDERID/JOBNUM"", ""JOBNUM"" }), @ManyToOne"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\material\entities\PickTicket.java,ch.cern.eam.wshub.core.services.material.entities,PickTicket,jobSequence,639,,Long,"@InforField(xpath = ""JOBSEQUENCE"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\WorkOrderActivityChecklist.java,ch.cern.eam.wshub.core.services.workorders.entities,WorkOrderActivityChecklist,jobSequence,640,,Long,"@InforField(xpath = ""JOBSEQUENCE"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\WorkOrderActivityChecklistSignature.java,ch.cern.eam.wshub.core.services.workorders.entities,WorkOrderActivityChecklistSignature,jobSequence,641,,BigInteger,"@InforField(xpath = ""JOBSEQUENCE"")"
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\grids\entities\GridRequestFilter.java,ch.cern.eam.wshub.core.services.grids.entities,GridRequestFilter,joiner,642,,JOINER,
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\grids\entities\GridRequest.java,ch.cern.eam.wshub.core.services.grids.entities,GridRequest,JPAType,643,,String,
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\WorkOrder.java,ch.cern.eam.wshub.core.services.workorders.entities,WorkOrder,jtAuthCanDelete,644,,Boolean,@Transient
C:\Users\Seba\IdeaProjects\eam-light-backend\eam-wshub-core\src\main\java\ch\cern\eam\wshub\core\services\workorders\entities\WorkOrder.java,ch.cern.eam.wshub.core.services.workorders.entities,WorkOrder,jtAuthCanInsert,645,,Boolean,@Transient
